# Source https://www.ofx.com/en-gb/forex-news/historical-exchange-rates/yearly-average-rates/
# Copy/paste into text file
21 Jul 2013	1.526951
22 Jul 2013	1.526951
23 Jul 2013	1.536098
24 Jul 2013	1.537752
25 Jul 2013	1.529953
26 Jul 2013	1.535851
27 Jul 2013	1.538651
28 Jul 2013	1.538355
29 Jul 2013	1.538355
30 Jul 2013	1.534295
31 Jul 2013	1.523206
01 Aug 2013	1.519099
02 Aug 2013	1.513203
03 Aug 2013	1.528269
04 Aug 2013	1.528748
05 Aug 2013	1.528748
06 Aug 2013	1.535108
07 Aug 2013	1.53657
08 Aug 2013	1.550099
09 Aug 2013	1.554569
10 Aug 2013	1.551362
11 Aug 2013	1.550604
12 Aug 2013	1.550604
13 Aug 2013	1.546946
14 Aug 2013	1.544747
15 Aug 2013	1.550556
16 Aug 2013	1.562988
17 Aug 2013	1.561853
18 Aug 2013	1.562805
19 Aug 2013	1.562842
20 Aug 2013	1.565889
21 Aug 2013	1.567226
22 Aug 2013	1.569095
23 Aug 2013	1.559649
24 Aug 2013	1.556772
25 Aug 2013	1.556953
26 Aug 2013	1.556953
27 Aug 2013	1.556905
28 Aug 2013	1.553543
29 Aug 2013	1.551747
30 Aug 2013	1.550135
31 Aug 2013	1.548551
01 Sep 2013	1.550207
02 Sep 2013	1.550953
03 Sep 2013	1.5544
04 Sep 2013	1.557075
05 Sep 2013	1.562891
06 Sep 2013	1.558992
07 Sep 2013	1.562659
08 Sep 2013	1.563355
09 Sep 2013	1.563355
10 Sep 2013	1.57124
11 Sep 2013	1.573849
12 Sep 2013	1.582166
13 Sep 2013	1.580853
14 Sep 2013	1.588083
15 Sep 2013	1.587554
16 Sep 2013	1.587554
17 Sep 2013	1.590419
18 Sep 2013	1.591039
19 Sep 2013	1.597112
20 Sep 2013	1.603348
21 Sep 2013	1.602513
22 Sep 2013	1.600551
23 Sep 2013	1.600551
24 Sep 2013	1.604261
25 Sep 2013	1.601653
26 Sep 2013	1.607291
27 Sep 2013	1.602307
28 Sep 2013	1.613254
29 Sep 2013	1.613788
30 Sep 2013	1.613944
01 Oct 2013	1.619695
02 Oct 2013	1.62001
03 Oct 2013	1.621324
04 Oct 2013	1.616109
05 Oct 2013	1.603502
06 Oct 2013	1.600948
07 Oct 2013	1.600948
08 Oct 2013	1.609503
09 Oct 2013	1.607433
10 Oct 2013	1.594299
11 Oct 2013	1.596602
12 Oct 2013	1.593207
13 Oct 2013	1.595558
14 Oct 2013	1.595558
15 Oct 2013	1.599616
16 Oct 2013	1.597304
17 Oct 2013	1.591976
18 Oct 2013	1.616606
19 Oct 2013	1.616763
20 Oct 2013	1.616554
21 Oct 2013	1.616554
22 Oct 2013	1.614765
23 Oct 2013	1.623693
24 Oct 2013	1.617442
25 Oct 2013	1.619617
26 Oct 2013	1.616462
27 Oct 2013	1.616554
28 Oct 2013	1.616554
29 Oct 2013	1.614231
30 Oct 2013	1.604853
31 Oct 2013	1.606942
01 Nov 2013	1.604248
02 Nov 2013	1.59256
03 Nov 2013	1.592648
04 Nov 2013	1.592648
05 Nov 2013	1.5951
06 Nov 2013	1.604428
07 Nov 2013	1.607472
08 Nov 2013	1.606852
09 Nov 2013	1.599258
10 Nov 2013	1.602076
11 Nov 2013	1.601743
12 Nov 2013	1.598006
13 Nov 2013	1.591634
14 Nov 2013	1.603142
15 Nov 2013	1.607704
16 Nov 2013	1.610086
17 Nov 2013	1.611694
18 Nov 2013	1.611954
19 Nov 2013	1.611253
20 Nov 2013	1.610669
21 Nov 2013	1.615613
22 Nov 2013	1.615548
23 Nov 2013	1.621652
24 Nov 2013	1.622455
25 Nov 2013	1.622455
26 Nov 2013	1.614244
27 Nov 2013	1.618843
